timestamp,call_id,session_id,parent_call_id,day_number,model,call_type,call_subtype,input_tokens,output_tokens,cache_read_tokens,total_tokens,total_cost_usd,latency_ms,status,error_message,decisions_count,watchlist_symbols,actions_summary,system_prompt_file,user_prompt_file,response_file
2026-04-28 09:23:11,20260428_092306_NEWS_SUMMARY_001,20260423_221008,,0,claude-haiku-4-5-20251001,NEWS_SUMMARY,,3622,409,0,4031,0.005667,5342,SUCCESS,,0,,,logs/llm/system/system_prompt_c474d8adfdd9.txt,logs/llm/prompts/20260428_092306_NEWS_SUMMARY_001.txt,logs/llm/responses/20260428_092306_NEWS_SUMMARY_001.json
2026-04-28 09:23:59,20260428_092317_MARKET_PULSE_001,20260423_221008,,0,claude-sonnet-4-6,MARKET_PULSE,,9166,2003,0,11169,0.075753,41409,SUCCESS,,0,"MAHABANK,PNBHOUSING,GOLDBEES,NESTLEIND,HINDUNILVR,AUBANK,IDFCFIRSTB,MANAPPURAM,SUNPHARMA,INDUSINDBK,VBL,M&MFIN,COALINDIA,MARUTI,TATACONSUM,HINDZINC,NTPC,POWERGRID,KAYNES,INDIACEM,PAYTM",,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_092317_MARKET_PULSE_001.txt,logs/llm/responses/20260428_092317_MARKET_PULSE_001.json
2026-04-28 09:29:05,20260428_092821_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,30563,3248,0,33811,0.276253,44430,SUCCESS,,9,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; HOLD TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_092821_TRADING_DECISION_001.txt,logs/llm/responses/20260428_092821_TRADING_DECISION_001.json
2026-04-28 09:30:05,20260428_092919_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,30642,3309,6758,33951,0.239314,45958,SUCCESS,,9,,MODIFY PNBHOUSING; MODIFY NTPC; HOLD MAHABANK; HOLD GOLDBEES; HOLD NESTLEIND; HOLD HINDUNILVR; HOLD TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_092919_TRADING_DECISION_001.txt,logs/llm/responses/20260428_092919_TRADING_DECISION_001.json
2026-04-28 09:31:18,20260428_093038_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,22061,3121,6758,25182,0.191709,40290,SUCCESS,,9,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; HOLD TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_093038_TRADING_DECISION_001.txt,logs/llm/responses/20260428_093038_TRADING_DECISION_001.json
2026-04-28 10:01:34,20260428_100132_NEWS_SUMMARY_001,20260423_221008,,0,claude-haiku-4-5-20251001,NEWS_SUMMARY,,3657,85,0,3742,0.004082,2060,SUCCESS,,0,,,logs/llm/system/system_prompt_c474d8adfdd9.txt,logs/llm/prompts/20260428_100132_NEWS_SUMMARY_001.txt,logs/llm/responses/20260428_100132_NEWS_SUMMARY_001.json
2026-04-28 10:02:23,20260428_100140_MARKET_PULSE_001,20260423_221008,,0,claude-sonnet-4-6,MARKET_PULSE,,8012,2155,0,10167,0.074571,43270,SUCCESS,,0,"MAHABANK,PNBHOUSING,GOLDBEES,NESTLEIND,HINDUNILVR,COALINDIA,MARUTI,PIRAMALFIN,SUNPHARMA,AUBANK,ATGL,RRKABEL,INDUSTOWER,MANAPPURAM,INDUSINDBK,VBL,GLENMARK,NLCINDIA,SBICARD,ULTRACEMCO",,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_100140_MARKET_PULSE_001.txt,logs/llm/responses/20260428_100140_MARKET_PULSE_001.json
2026-04-28 10:09:30,20260428_100838_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,34070,3782,0,37852,0.307138,51385,SUCCESS,,13,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; MODIFY TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID; NO_ACTION PIRAMALFIN; NO_ACTION COALINDIA; NO_ACTION MARUTI; NO_ACTION AUBANK,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_100838_TRADING_DECISION_001.txt,logs/llm/responses/20260428_100838_TRADING_DECISION_001.json
2026-04-28 10:10:41,20260428_100944_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,33424,4388,6758,37812,0.280199,57697,SUCCESS,,16,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; HOLD TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID; NO_ACTION COALINDIA; NO_ACTION NLCINDIA; NO_ACTION INDUSTOWER; NO_ACTION GLENMARK; NO_ACTION VBL; NO_ACTION INDUSINDBK; NO_ACTION MANAPPURAM,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_100944_TRADING_DECISION_001.txt,logs/llm/responses/20260428_100944_TRADING_DECISION_001.json
2026-04-28 10:11:41,20260428_101056_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,25653,3253,6758,28906,0.212969,45162,SUCCESS,,9,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; HOLD NTPC; HOLD TORNTPOWER; HOLD SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_101056_TRADING_DECISION_001.txt,logs/llm/responses/20260428_101056_TRADING_DECISION_001.json
2026-04-28 10:31:17,20260428_103116_NEWS_SUMMARY_001,20260423_221008,,0,claude-haiku-4-5-20251001,NEWS_SUMMARY,,3687,91,0,3778,0.004142,1580,SUCCESS,,0,,,logs/llm/system/system_prompt_c474d8adfdd9.txt,logs/llm/prompts/20260428_103116_NEWS_SUMMARY_001.txt,logs/llm/responses/20260428_103116_NEWS_SUMMARY_001.json
2026-04-28 10:32:09,20260428_103124_MARKET_PULSE_001,20260423_221008,,0,claude-sonnet-4-6,MARKET_PULSE,,8377,2215,0,10592,0.076566,45647,SUCCESS,,0,"MAHABANK,PNBHOUSING,GOLDBEES,NESTLEIND,HINDUNILVR,COALINDIA,SUNPHARMA,MARUTI,GLENMARK,AARTIIND,PIRAMALFIN,INDUSINDBK,RRKABEL,INDUSTOWER,ULTRACEMCO,NTPCGREEN,RELIANCE,TRENT,NLCINDIA,VBL,MANAPPURAM,INDIACEM,CPSEETF",,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_103124_MARKET_PULSE_001.txt,logs/llm/responses/20260428_103124_MARKET_PULSE_001.json
2026-04-28 10:40:21,20260428_103934_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,35743,3298,0,39041,0.303402,46679,SUCCESS,,9,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; HOLD TORNTPOWER; MODIFY SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_103934_TRADING_DECISION_001.txt,logs/llm/responses/20260428_103934_TRADING_DECISION_001.json
2026-04-28 10:41:38,20260428_104052_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,35665,3669,6758,39334,0.273429,46436,SUCCESS,,12,,MODIFY MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; MODIFY TORNTPOWER; MODIFY SUNPHARMA; HOLD POWERGRID; NO_ACTION PHARMABEES; NO_ACTION HINDZINC; NO_ACTION TATAPOWER,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_104052_TRADING_DECISION_001.txt,logs/llm/responses/20260428_104052_TRADING_DECISION_001.json
2026-04-28 10:42:38,20260428_104152_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,32990,3339,6758,36329,0.251804,46166,SUCCESS,,9,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; HOLD NTPC; HOLD TORNTPOWER; MODIFY SUNPHARMA; HOLD POWERGRID,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_104152_TRADING_DECISION_001.txt,logs/llm/responses/20260428_104152_TRADING_DECISION_001.json
2026-04-28 11:01:42,20260428_110140_NEWS_SUMMARY_001,20260423_221008,,0,claude-haiku-4-5-20251001,NEWS_SUMMARY,,3719,181,0,3900,0.004624,2194,SUCCESS,,0,,,logs/llm/system/system_prompt_c474d8adfdd9.txt,logs/llm/prompts/20260428_110140_NEWS_SUMMARY_001.txt,logs/llm/responses/20260428_110140_NEWS_SUMMARY_001.json
2026-04-28 11:02:32,20260428_110148_MARKET_PULSE_001,20260423_221008,,0,claude-sonnet-4-6,MARKET_PULSE,,10169,2203,0,12372,0.081762,43970,SUCCESS,,0,"MAHABANK,PNBHOUSING,GOLDBEES,NESTLEIND,HINDUNILVR,COALINDIA,SUNPHARMA,GLENMARK,PIRAMALFIN,MARUTI,RRKABEL,AARTIIND,CUB,INDUSTOWER,NLCINDIA,RELIANCE,TRENT,VBL,ONGC,TATACHEM,MANAPPURAM,NTPCGREEN,INDUSINDBK,CPSEETF,PVRINOX",,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_110148_MARKET_PULSE_001.txt,logs/llm/responses/20260428_110148_MARKET_PULSE_001.json
2026-04-28 11:12:22,20260428_111121_TRADING_DECISION_001,20260423_221008,,0,claude-opus-4-7,TRADING_DECISION,,38441,4461,0,42902,0.345967,60440,SUCCESS,,16,,HOLD MAHABANK; MODIFY PNBHOUSING; HOLD PNBHOUSING; HOLD GOLDBEES; MODIFY NESTLEIND; HOLD HINDUNILVR; MODIFY NTPC; HOLD TORNTPOWER; MODIFY SUNPHARMA; HOLD POWERGRID; NO_ACTION COALINDIA; NO_ACTION GLENMARK; NO_ACTION PIRAMALFIN; NO_ACTION MARUTI; NO_ACTION RRKABEL; NO_ACTION AARTIIND,logs/llm/system/system_prompt_5605117bce0a.txt,logs/llm/prompts/20260428_111121_TRADING_DECISION_001.txt,logs/llm/responses/20260428_111121_TRADING_DECISION_001.json
